#FID IID
5773734 5773734
3765393 3765393
1627397 1627397
4813403 4813403
3856087 3856087
3594777 3594777
5466713 5466713
3037782 3037782
3688973 3688973
4240199 4240199
4268104 4268104
3596590 3596590
3531386 3531386
2479741 2479741
1677599 1677599
1176065 1176065
5634942 5634942
5923573 5923573
2989696 2989696
5210151 5210151
2240096 2240096
4776061 4776061
5190749 5190749
5976212 5976212
5999825 5999825
1744967 1744967
2998861 2998861
4582900 4582900
3045510 3045510
2368970 2368970
3598989 3598989
4082660 4082660
4685340 4685340
1618727 1618727
4659845 4659845
4123797 4123797
1781907 1781907
2983866 2983866
4353088 4353088
3421990 3421990
1502108 1502108
3245333 3245333
1091511 1091511
4391845 4391845
1637079 1637079
5168623 5168623
1087714 1087714
5632733 5632733
2911056 2911056
2493249 2493249
2766062 2766062
3042670 3042670
5205718 5205718
3046231 3046231
2822039 2822039
4998998 4998998
2044419 2044419
4309342 4309342
4043297 4043297
4061121 4061121
4885043 4885043
2765956 2765956
2362832 2362832
3153764 3153764
4716208 4716208
5259042 5259042
3345514 3345514
3960182 3960182
4331875 4331875
3078196 3078196
1883984 1883984
4769711 4769711
2732370 2732370
2747550 2747550
5910051 5910051
1226378 1226378
3594886 3594886
2625754 2625754
2527244 2527244
4640950 4640950
4443368 4443368
3185111 3185111
5054893 5054893
5240927 5240927
3099560 3099560
1319909 1319909
4108260 4108260
3661760 3661760
4014901 4014901
1250922 1250922
6011563 6011563
1727808 1727808
1282119 1282119
1917362 1917362
3800975 3800975
5121144 5121144
5819825 5819825
2779062 2779062
3504880 3504880
1330855 1330855
5941664 5941664
2251721 2251721
3857720 3857720
4881306 4881306
3256504 3256504
5644527 5644527
4833459 4833459
1633344 1633344
2040431 2040431
5101617 5101617
3217575 3217575
5434751 5434751
1906558 1906558
2497049 2497049
4211381 4211381
1991367 1991367
2269926 2269926
2646796 2646796
1749486 1749486
5318134 5318134
3797567 3797567
3079993 3079993
4360639 4360639
5206085 5206085
2506711 2506711
4314881 4314881
4885764 4885764
1433662 1433662
3985893 3985893
2273196 2273196
5024071 5024071
5284076 5284076
4097618 4097618
5058246 5058246
2432810 2432810
5713163 5713163
1484594 1484594
5239768 5239768
4470474 4470474
1534620 1534620
4339074 4339074
1660384 1660384
3541070 3541070
2325360 2325360
5632400 5632400
3370683 3370683
5789080 5789080
1159376 1159376
1356449 1356449
3160501 3160501
4900108 4900108
4141870 4141870
3295606 3295606
4577159 4577159
4813829 4813829
4258658 4258658
3367029 3367029
1690309 1690309
5902508 5902508
2154339 2154339
2582354 2582354
2673172 2673172
1158013 1158013
2722760 2722760
5313514 5313514
3058296 3058296
3849868 3849868
5561495 5561495
5042923 5042923
1483936 1483936
1963038 1963038
3317671 3317671
3567608 3567608
3885796 3885796
4448519 4448519
1001891 1001891
1100103 1100103
2999944 2999944
4839280 4839280
5815233 5815233
1237697 1237697
2113932 2113932
5677756 5677756
4692244 4692244
1660601 1660601
2227539 2227539
3836723 3836723
3636951 3636951
5102215 5102215
3691460 3691460
5626126 5626126
3894888 3894888
1051320 1051320
1876659 1876659
1252226 1252226
2493014 2493014
1059860 1059860
5897885 5897885
5944242 5944242
1434693 1434693
2631136 2631136
4730378 4730378
4148717 4148717
1441133 1441133
5766261 5766261
4888040 4888040
1336064 1336064
2719728 2719728
2757725 2757725
1688108 1688108
4847285 4847285
1036470 1036470
2055107 2055107
4447429 4447429
3202880 3202880
3328591 3328591
3084810 3084810
1178936 1178936
2628162 2628162
1581353 1581353
3228552 3228552
2173984 2173984
1856099 1856099
4862339 4862339
2477857 2477857
4769940 4769940
4771208 4771208
4159476 4159476
1035504 1035504
1440104 1440104
5029624 5029624
1773391 1773391
4771614 4771614
1598160 1598160
1058020 1058020
1983670 1983670
2624232 2624232
4785261 4785261
5665090 5665090
3455892 3455892
3790583 3790583
1608677 1608677
5702855 5702855
1518656 1518656
4943562 4943562
1984123 1984123
5433539 5433539
3570537 3570537
1620079 1620079
4271781 4271781
1535544 1535544
2101976 2101976
4358164 4358164
2663392 2663392
3035848 3035848
4379964 4379964
2691714 2691714
3214951 3214951
2018919 2018919
2227207 2227207
2079507 2079507
5007253 5007253
1584050 1584050
5465003 5465003
5598430 5598430
1248745 1248745
3262933 3262933
4184039 4184039
5370795 5370795
1353309 1353309
1857581 1857581
1533496 1533496
4646336 4646336
5838315 5838315
5194246 5194246
1073352 1073352
3049970 3049970
5378973 5378973
3731216 3731216
3869265 3869265
3843221 3843221
1967689 1967689
1709585 1709585
3727053 3727053
4476530 4476530
1742065 1742065
4453281 4453281
5873999 5873999
2531957 2531957
4690014 4690014
5795721 5795721
3193755 3193755
6022270 6022270
5278872 5278872
1526581 1526581
3409869 3409869
4497142 4497142
1360047 1360047
2745085 2745085
3602958 3602958
3048047 3048047
2566076 2566076
4417072 4417072
1011617 1011617
5609554 5609554
3412587 3412587
2249942 2249942
4127001 4127001
3529013 3529013
1455955 1455955
4182328 4182328
4759245 4759245
5782233 5782233
2329693 2329693
3176215 3176215
1097535 1097535
5275875 5275875
3284928 3284928
2528720 2528720
5400487 5400487
3278040 3278040
4138830 4138830
4016501 4016501
3715031 3715031
5965140 5965140
5965717 5965717
1886980 1886980
5212463 5212463
2201818 2201818
1911123 1911123
4638371 4638371
5174405 5174405
5531345 5531345
4294397 4294397
1954345 1954345
5616874 5616874
5658724 5658724
4298298 4298298
3603512 3603512
4831880 4831880
5465297 5465297
3124630 3124630
1353631 1353631
3621004 3621004
3106996 3106996
5244378 5244378
5750334 5750334
3514547 3514547
4931823 4931823
1909173 1909173
2455068 2455068
2118719 2118719
4485915 4485915
3693397 3693397
3494710 3494710
1212058 1212058
3593826 3593826
5541306 5541306
1146162 1146162
5862740 5862740
3650515 3650515
2027070 2027070
1691346 1691346
5934303 5934303
1678881 1678881
1179453 1179453
2914657 2914657
1193681 1193681
1167615 1167615
4621285 4621285
3853499 3853499
5389018 5389018
1922315 1922315
2734275 2734275
2036941 2036941
1405187 1405187
5248417 5248417
5250165 5250165
3193512 3193512
4337440 4337440
3563740 3563740
1028746 1028746
4602960 4602960
2467697 2467697
4148994 4148994
4512959 4512959
5711348 5711348
4973284 4973284
2499240 2499240
5010424 5010424
2477109 2477109
4335511 4335511
5701253 5701253
2609046 2609046
1391171 1391171
1961479 1961479
5061476 5061476
2448517 2448517
5211235 5211235
2419780 2419780
3841095 3841095
3929886 3929886
1417102 1417102
2565236 2565236
5143557 5143557
1933606 1933606
5202591 5202591
5314816 5314816
3302439 3302439
5738548 5738548
3319435 3319435
1423517 1423517
5973416 5973416
4349580 4349580
1684236 1684236
5424142 5424142
2349924 2349924
5075864 5075864
4594062 4594062
1293573 1293573
3610473 3610473
5647615 5647615
2660186 2660186
1738228 1738228
2388136 2388136
4310128 4310128
2024584 2024584
2382029 2382029
1679782 1679782
4002397 4002397
4455372 4455372
5573480 5573480
5500048 5500048
1187143 1187143
5001759 5001759
3628339 3628339
1304431 1304431
2066301 2066301
1925811 1925811
3018513 3018513
2903971 2903971
3221276 3221276
1605991 1605991
4575650 4575650
5317359 5317359
4851387 4851387
5959448 5959448
4015191 4015191
1319815 1319815
1314312 1314312
5312647 5312647
3076213 3076213
1692395 1692395
3757912 3757912
2461661 2461661
1503580 1503580
1414945 1414945
2987335 2987335
4555912 4555912
1105652 1105652
2971154 2971154
1154775 1154775
5761795 5761795
1626222 1626222
5294505 5294505
3763979 3763979
1723993 1723993
5213115 5213115
1682883 1682883
1901044 1901044
6020479 6020479
3941573 3941573
5615979 5615979
3217618 3217618
1829709 1829709
5333240 5333240
5714744 5714744
1827817 1827817
4171970 4171970
1223825 1223825
4574161 4574161
2194749 2194749
3750518 3750518
1704348 1704348
2403965 2403965
2697079 2697079
5907380 5907380
3033454 3033454
5347678 5347678
4303100 4303100
1590754 1590754
1743395 1743395
3121852 3121852
4343981 4343981
4807818 4807818
2626533 2626533
1494611 1494611
4266255 4266255
2501169 2501169
3304364 3304364
5661463 5661463
1693946 1693946
1628880 1628880
5545268 5545268
1144495 1144495
5731248 5731248
1677176 1677176
2746073 2746073
5226763 5226763
3351606 3351606
4136896 4136896
4005367 4005367
3369879 3369879
2841913 2841913
5406855 5406855
4495009 4495009
5146436 5146436
4689747 4689747
3512330 3512330
3695121 3695121
5935631 5935631
1565011 1565011
2867641 2867641
3037273 3037273
5638113 5638113
1425838 1425838
4939509 4939509
3714815 3714815
2776234 2776234
3945865 3945865
5397324 5397324
5452748 5452748
3471975 3471975
4528892 4528892
5704512 5704512
5200748 5200748
3488763 3488763
2825978 2825978
4245130 4245130
4815970 4815970
4833669 4833669
2974890 2974890
4773012 4773012
4646154 4646154
5395443 5395443
1870719 1870719
1817766 1817766
2005309 2005309
5577649 5577649
5225293 5225293
3790597 3790597
3300101 3300101
3769570 3769570
2372581 2372581
1911001 1911001
1209910 1209910
3120450 3120450
3723169 3723169
4828030 4828030
3396071 3396071
2062552 2062552
4722736 4722736
2414917 2414917
1825100 1825100
1295014 1295014
3596122 3596122
1248299 1248299
1187775 1187775
4087522 4087522
5991628 5991628
3928675 3928675
4772790 4772790
5927763 5927763
5293909 5293909
1505494 1505494
1725920 1725920
5904449 5904449
2895233 2895233
3588987 3588987
5375577 5375577
5627457 5627457
3741430 3741430
1294723 1294723
1774838 1774838
3489616 3489616
1302656 1302656
5333913 5333913
3866754 3866754
4310039 4310039
1775646 1775646
4575040 4575040
4475228 4475228
2919927 2919927
4390971 4390971
4477286 4477286
1434297 1434297
5290400 5290400
1555550 1555550
3443464 3443464
2778331 2778331
5352356 5352356
6008488 6008488
3600992 3600992
3948363 3948363
5390665 5390665
1925495 1925495
4651222 4651222
5021357 5021357
2705955 2705955
3689917 3689917
5850890 5850890
1034835 1034835
1582721 1582721
4334729 4334729
4813100 4813100
5266894 5266894
4915445 4915445
1811135 1811135
4273157 4273157
5356295 5356295
2868726 2868726
2893988 2893988
1684035 1684035
5717199 5717199
3639100 3639100
1525653 1525653
1913118 1913118
2734652 2734652
3489086 3489086
5507927 5507927
1951697 1951697
5363468 5363468
3576113 3576113
1891687 1891687
1410054 1410054
3044757 3044757
2915892 2915892
1395285 1395285
4583787 4583787
1159750 1159750
3145634 3145634
4645295 4645295
5155991 5155991
2231028 2231028
5280043 5280043
3675329 3675329
3458662 3458662
2704167 2704167
3273931 3273931
2415583 2415583
2577722 2577722
5949983 5949983
5734079 5734079
4597323 4597323
3213771 3213771
2758851 2758851
3466877 3466877
5534549 5534549
4154129 4154129
4286467 4286467
4421641 4421641
5951027 5951027
3502289 3502289
2468493 2468493
3571451 3571451
2181811 2181811
5112136 5112136
4340542 4340542
4737374 4737374
2038267 2038267
5436729 5436729
3184606 3184606
5289047 5289047
5250471 5250471
1536955 1536955
3458155 3458155
1191404 1191404
4779532 4779532
3170596 3170596
4224945 4224945
5151323 5151323
3195363 3195363
4587236 4587236
2571713 2571713
5549710 5549710
5513897 5513897
3621085 3621085
5692215 5692215
2202878 2202878
3272877 3272877
3003520 3003520
2955714 2955714
5481090 5481090
5316480 5316480
1116147 1116147
2439169 2439169
3677445 3677445
2566819 2566819
4249122 4249122
2689668 2689668
4587105 4587105
1426026 1426026
3107936 3107936
3892561 3892561
5183840 5183840
4487666 4487666
3174006 3174006
2640099 2640099
2256923 2256923
5110697 5110697
4143862 4143862
1124574 1124574
2892630 2892630
3385064 3385064
4089706 4089706
2726392 2726392
4229845 4229845
2297613 2297613
5594669 5594669
2142260 2142260
5402966 5402966
1254809 1254809
5508407 5508407
2413058 2413058
2930092 2930092
2053531 2053531
2132673 2132673
3744354 3744354
4921604 4921604
1747105 1747105
5054170 5054170
5971689 5971689
1638550 1638550
5895998 5895998
2957258 2957258
5730585 5730585
2066757 2066757
3563204 3563204
3340903 3340903
4656768 4656768
3743447 3743447
2823676 2823676
3215498 3215498
3602694 3602694
5481115 5481115
3296463 3296463
1848042 1848042
4637456 4637456
1334016 1334016
4088430 4088430
1789409 1789409
3295963 3295963
1842484 1842484
4800668 4800668
5666610 5666610
1319487 1319487
2640883 2640883
3357705 3357705
3521293 3521293
5768899 5768899
4778139 4778139
3023567 3023567
3864918 3864918
2016747 2016747
5333804 5333804
1459194 1459194
2903232 2903232
2380195 2380195
4099334 4099334
2012050 2012050
4013414 4013414
4758277 4758277
3601118 3601118
4150417 4150417
4450076 4450076
2295461 2295461
2195853 2195853
1682036 1682036
3411669 3411669
1898178 1898178
3829959 3829959
4989110 4989110
5873627 5873627
1265412 1265412
5898388 5898388
4664053 4664053
5082849 5082849
2417431 2417431
2928568 2928568
5636841 5636841
5241366 5241366
2086551 2086551
1329767 1329767
4989401 4989401
4918311 4918311
4400858 4400858
5965386 5965386
3734091 3734091
2597826 2597826
1565177 1565177
4783266 4783266
1121060 1121060
3225525 3225525
5881812 5881812
3833832 3833832
5208960 5208960
4142482 4142482
4658827 4658827
1967763 1967763
1944476 1944476
3044911 3044911
2697409 2697409
1515042 1515042
5998753 5998753
1246883 1246883
3093532 3093532
1265824 1265824
4393927 4393927
1065500 1065500
5394308 5394308
3662301 3662301
5621236 5621236
3450904 3450904
3619624 3619624
3304585 3304585
2092116 2092116
3383067 3383067
2387048 2387048
4819532 4819532
2338768 2338768
5214909 5214909
2868254 2868254
4115306 4115306
4874319 4874319
2873860 2873860
2388298 2388298
2951867 2951867
2814173 2814173
2714572 2714572
2073145 2073145
2010906 2010906
2696323 2696323
5637386 5637386
1433526 1433526
1456657 1456657
4202775 4202775
1281450 1281450
4955630 4955630
1287459 1287459
5741136 5741136
1976468 1976468
1987311 1987311
2351528 2351528
4338096 4338096
4777751 4777751
4789751 4789751
3137800 3137800
5630366 5630366
3347031 3347031
1688947 1688947
5883324 5883324
1293439 1293439
5275299 5275299
2152398 2152398
5160093 5160093
1068581 1068581
3095947 3095947
3434441 3434441
5951432 5951432
5557091 5557091
2489666 2489666
5557427 5557427
2240705 2240705
5627856 5627856
1199414 1199414
5219754 5219754
3907034 3907034
3370609 3370609
2513972 2513972
4014156 4014156
3133099 3133099
3681546 3681546
3984756 3984756
2942766 2942766
3725492 3725492
1755221 1755221
5977697 5977697
1363621 1363621
6004306 6004306
2694553 2694553
3964967 3964967
4253391 4253391
4956657 4956657
2684610 2684610
4971583 4971583
5206910 5206910
5109272 5109272
4327586 4327586
1566486 1566486
4826096 4826096
2131443 2131443
1845744 1845744
2677976 2677976
2993241 2993241
3776758 3776758
1863050 1863050
4546130 4546130
1932809 1932809
1099117 1099117
3772598 3772598
2899222 2899222
2673148 2673148
1753982 1753982
1419402 1419402
3550712 3550712
2109397 2109397
2266943 2266943
5370651 5370651
3104709 3104709
4716679 4716679
5994187 5994187
4862429 4862429
2600863 2600863
4887658 4887658
4474601 4474601
3223669 3223669
2672320 2672320
2195695 2195695
5490914 5490914
3341301 3341301
1449992 1449992
4285332 4285332
1374367 1374367
5268587 5268587
2504258 2504258
3783094 3783094
4343718 4343718
4898614 4898614
1941198 1941198
5945186 5945186
5104865 5104865
5049187 5049187
1543223 1543223
4481016 4481016
5392118 5392118
2622531 2622531
2495357 2495357
4937723 4937723
3021795 3021795
3535103 3535103
4554343 4554343
1177835 1177835
5593259 5593259
5129298 5129298
1596963 1596963
1469807 1469807
4834580 4834580
5381172 5381172
4913611 4913611
3519892 3519892
4466849 4466849
5985029 5985029
1626529 1626529
5467639 5467639
5542528 5542528
5503943 5503943
4764004 4764004
1316594 1316594
3873025 3873025
5432692 5432692
2528733 2528733
3261417 3261417
3013283 3013283
1332454 1332454
1714640 1714640
3683602 3683602
3417304 3417304
4515858 4515858
4579140 4579140
2903153 2903153
1650854 1650854
1835156 1835156
2644124 2644124
5255784 5255784
2932611 2932611
5351433 5351433
3685915 3685915
2760496 2760496
4797491 4797491
3668944 3668944
3731354 3731354
5517683 5517683
2185237 2185237
1170930 1170930
3095984 3095984
2669994 2669994
2760182 2760182
1146222 1146222
3481649 3481649
3458900 3458900
2557073 2557073
2591658 2591658
5129338 5129338
5086476 5086476
3590918 3590918
5560323 5560323
3494825 3494825
2993963 2993963
1701949 1701949
1470510 1470510
3660055 3660055
2438398 2438398
3275599 3275599
2839742 2839742
2543981 2543981
1468708 1468708
3011520 3011520
3107119 3107119
4305099 4305099
4533711 4533711
4237745 4237745
2419108 2419108
2558248 2558248
4590200 4590200
3885253 3885253
5146047 5146047
4604452 4604452
4324682 4324682
5753381 5753381
4173083 4173083
5832019 5832019
4858315 4858315
5349459 5349459
2669238 2669238
1171315 1171315
3253604 3253604
1425710 1425710
1123893 1123893
5723577 5723577
3868844 3868844
2622872 2622872
2781378 2781378
3714030 3714030
5907525 5907525
5554239 5554239
2547094 2547094
3053333 3053333
2842074 2842074
4915993 4915993
1329652 1329652
5787689 5787689
5846926 5846926
5722383 5722383
2474800 2474800
1490821 1490821
1566943 1566943
2290735 2290735
2223988 2223988
4841220 4841220
1574015 1574015
2499583 2499583
2582425 2582425
5078757 5078757
2604572 2604572
2769617 2769617
1169895 1169895
3830091 3830091
5442973 5442973
2488701 2488701
2255953 2255953
4826039 4826039
5114156 5114156
1446148 1446148
5410461 5410461
5819890 5819890
4468152 4468152
2552431 2552431
5953008 5953008
4860944 4860944
2741697 2741697
5210887 5210887
1445193 1445193
2231769 2231769
3637898 3637898
2758033 2758033
4812622 4812622
5827098 5827098
3442475 3442475
4805744 4805744
1145408 1145408
1667598 1667598
3509877 3509877
4207218 4207218
5253867 5253867
4577707 4577707
3556108 3556108
1457479 1457479
2766969 2766969
4752532 4752532
4912629 4912629
4335257 4335257
4266061 4266061
2876575 2876575
5890647 5890647
2007299 2007299
1200239 1200239
2112701 2112701
1496502 1496502
1281835 1281835
4108693 4108693
4121182 4121182
1177861 1177861
5800709 5800709
3941203 3941203
3491837 3491837
1539312 1539312
5239422 5239422
3958187 3958187
5670760 5670760
1004847 1004847
5940884 5940884
4048456 4048456
1634278 1634278
1903761 1903761
3395125 3395125
4394839 4394839
4117458 4117458
1021410 1021410
2499627 2499627
4149535 4149535
4536005 4536005
2711069 2711069
2796905 2796905
2578452 2578452
4175614 4175614
1629410 1629410
4198536 4198536
3489714 3489714
3388138 3388138
4408345 4408345
1812619 1812619
2017523 2017523
1792675 1792675
2503301 2503301
5386394 5386394
1051566 1051566
5580229 5580229
3038585 3038585
4073715 4073715
2413464 2413464
2907962 2907962
2641674 2641674
1762866 1762866
1238358 1238358
1707159 1707159
1352603 1352603
4106537 4106537
2054753 2054753
4133170 4133170
1335599 1335599
2421948 2421948
4624261 4624261
5015443 5015443
3884231 3884231
3228716 3228716
5914891 5914891
4066955 4066955
5524624 5524624
4995242 4995242
5306829 5306829
3754023 3754023
1312331 1312331
5972522 5972522
3810782 3810782
4748352 4748352
2503469 2503469
1739525 1739525
4032550 4032550
3731831 3731831
3832955 3832955
2292367 2292367
2385145 2385145
2891835 2891835
4984222 4984222
2744535 2744535
5267845 5267845
4711213 4711213
3720204 3720204
4347605 4347605
2667962 2667962
2031335 2031335
4353199 4353199
4968715 4968715
1730715 1730715
5260635 5260635
4024902 4024902
5311173 5311173
3241460 3241460
5253635 5253635
2746262 2746262
2697411 2697411
5377268 5377268
3755387 3755387
1166869 1166869
4123396 4123396
1675860 1675860
4398706 4398706
1597624 1597624
1431456 1431456
4698260 4698260
3906805 3906805
5128667 5128667
1153924 1153924
5968320 5968320
4863784 4863784
5144708 5144708
3847823 3847823
3050701 3050701
1092800 1092800
3637535 3637535
2238522 2238522
2608818 2608818
2216179 2216179
4236442 4236442
5775814 5775814
1942684 1942684
3305396 3305396
2979919 2979919
4880252 4880252
4873824 4873824
4758487 4758487
1201847 1201847
4987753 4987753
4635351 4635351
4777958 4777958
5254884 5254884
4151517 4151517
2210294 2210294
4876282 4876282
5474342 5474342
3506024 3506024
5668350 5668350
3451697 3451697
5422148 5422148
3414733 3414733
2248099 2248099
5350081 5350081
5209341 5209341
5462466 5462466
1716221 1716221
1497407 1497407
2059697 2059697
5934461 5934461
1391557 1391557
4647883 4647883
2351576 2351576
2802406 2802406
3804515 3804515
5206202 5206202
3058882 3058882
4340487 4340487
1253555 1253555
4573090 4573090
1065704 1065704
2288901 2288901
4374919 4374919
2684746 2684746
4516744 4516744
1041115 1041115
1942204 1942204
1450219 1450219
2366893 2366893
5293475 5293475
3155625 3155625
1676607 1676607
2606476 2606476
5026706 5026706
1406438 1406438
3266825 3266825
1019663 1019663
4341989 4341989
1905086 1905086
4576332 4576332
2414212 2414212
1217021 1217021
3506982 3506982
5250834 5250834
5637687 5637687
3854415 3854415
2434196 2434196
3995502 3995502
2808267 2808267
2081633 2081633
4840241 4840241
2576556 2576556
1974579 1974579
5501267 5501267
1726908 1726908
1421205 1421205
2151101 2151101
3225870 3225870
3893876 3893876
1251344 1251344
4238221 4238221
1850376 1850376
2380171 2380171
2151319 2151319
1542776 1542776
4633146 4633146
3643726 3643726
5398625 5398625
5359315 5359315
2361928 2361928
1264998 1264998
2688116 2688116
5198447 5198447
2995347 2995347
2567334 2567334
2071446 2071446
1880466 1880466
1091082 1091082
2199321 2199321
3219126 3219126
4139897 4139897
4430871 4430871
5885099 5885099
2626213 2626213
5307897 5307897
5009355 5009355
3389377 3389377
5812896 5812896
4327634 4327634
2870842 2870842
1786173 1786173
1643365 1643365
5793807 5793807
1297707 1297707
5784221 5784221
4386862 4386862
4566484 4566484
3267059 3267059
4818488 4818488
5995284 5995284
1586167 1586167
1115118 1115118
5961956 5961956
5040987 5040987
4383660 4383660
2352331 2352331
5400030 5400030
2099993 2099993
5277623 5277623
3492248 3492248
5706520 5706520
4576288 4576288
1953017 1953017
2675902 2675902
4388229 4388229
2378407 2378407
5547305 5547305
2101458 2101458
2132400 2132400
4186249 4186249
5383002 5383002
5135423 5135423
2178110 2178110
5752414 5752414
1371787 1371787
3044542 3044542
4597287 4597287
3925514 3925514
5531253 5531253
3481214 3481214
5714726 5714726
2505908 2505908
4797154 4797154
1543560 1543560
2804394 2804394
1817483 1817483
3770895 3770895
5966931 5966931
2370179 2370179
4582677 4582677
5074369 5074369
2345244 2345244
5606984 5606984
5597110 5597110
2086090 2086090
5943910 5943910
4626799 4626799
2544674 2544674
1299471 1299471
5074493 5074493
2842129 2842129
5982934 5982934
3542835 3542835
5418838 5418838
1448422 1448422
1019408 1019408
5336861 5336861
4419819 4419819
4143843 4143843
4937590 4937590
5859350 5859350
3944215 3944215
4568595 4568595
4120486 4120486
5981559 5981559
1495994 1495994
2413412 2413412
4921023 4921023
1759022 1759022
2093458 2093458
2790381 2790381
4908976 4908976
1941396 1941396
5418541 5418541
4466215 4466215
2524751 2524751
1878319 1878319
5728511 5728511
1804379 1804379
4054886 4054886
1391430 1391430
1804153 1804153
1871477 1871477
5235115 5235115
3835682 3835682
4896612 4896612
5968791 5968791
1708907 1708907
3991839 3991839
4778359 4778359
1721888 1721888
3889661 3889661
1838987 1838987
2797517 2797517
2319230 2319230
3054862 3054862
3366872 3366872
3184095 3184095
2078918 2078918
4662023 4662023
4486248 4486248
5083504 5083504
5743376 5743376
5739166 5739166
5255651 5255651
1898765 1898765
1597807 1597807
5526141 5526141
4943398 4943398
5325826 5325826
5922456 5922456
5647749 5647749
4555083 4555083
3934042 3934042
4168056 4168056
3687580 3687580
5432743 5432743
4280883 4280883
4175796 4175796
2233194 2233194
4297834 4297834
1742199 1742199
4396823 4396823
2508359 2508359
5698686 5698686
2782672 2782672
1208287 1208287
3813865 3813865
1852196 1852196
1341578 1341578
2726038 2726038
1978711 1978711
5215325 5215325
3141524 3141524
3682394 3682394
2858562 2858562
3164710 3164710
4844168 4844168
3453711 3453711
5771074 5771074
4476141 4476141
3207712 3207712
3747736 3747736
4824156 4824156
1911114 1911114
3278961 3278961
2125181 2125181
4627476 4627476
3399443 3399443
5313813 5313813
4267361 4267361
4202384 4202384
4486494 4486494
2149445 2149445
3792678 3792678
1040315 1040315
5229039 5229039
3874250 3874250
1613486 1613486
4548787 4548787
2721487 2721487
2622209 2622209
1492297 1492297
