#FID IID
4811657 4811657
2768616 2768616
2467889 2467889
2913321 2913321
5838939 5838939
1236409 1236409
3619028 3619028
4023928 4023928
3245177 3245177
5232680 5232680
5307495 5307495
5120821 5120821
4277530 4277530
1265366 1265366
1362139 1362139
2842755 2842755
5954699 5954699
4201378 4201378
5425110 5425110
4891680 4891680
3502083 3502083
5509153 5509153
3846198 3846198
5924218 5924218
4717787 4717787
2420753 2420753
5333369 5333369
3411013 3411013
5869331 5869331
5140929 5140929
2312276 2312276
2097666 2097666
4961683 4961683
4491900 4491900
4451880 4451880
4743388 4743388
3832206 3832206
2814914 2814914
5927719 5927719
2721723 2721723
5598337 5598337
2479802 2479802
1071618 1071618
3570553 3570553
4420679 4420679
2472315 2472315
4225057 4225057
5593926 5593926
5939939 5939939
5131434 5131434
1687493 1687493
2159536 2159536
3794421 3794421
1277440 1277440
2376499 2376499
3169704 3169704
5646663 5646663
3555010 3555010
5219860 5219860
3310175 3310175
5903917 5903917
5466210 5466210
3246168 3246168
1183382 1183382
3175511 3175511
2562115 2562115
1712231 1712231
5714028 5714028
3378161 3378161
3895983 3895983
5345544 5345544
1199807 1199807
1876525 1876525
1573912 1573912
3888740 3888740
1075710 1075710
5135395 5135395
3089216 3089216
1414367 1414367
4806836 4806836
5681577 5681577
5948836 5948836
5463493 5463493
4894519 4894519
4581834 4581834
5080246 5080246
2972429 2972429
5066211 5066211
5307447 5307447
5344098 5344098
4728523 4728523
2616077 2616077
4785508 4785508
2271242 2271242
2844433 2844433
3742480 3742480
2183973 2183973
5542612 5542612
1622210 1622210
4626748 4626748
4114557 4114557
2957724 2957724
1849524 1849524
3897182 3897182
5918153 5918153
3101264 3101264
5758061 5758061
2959130 2959130
2511469 2511469
4653379 4653379
4151229 4151229
5405118 5405118
2565255 2565255
5075169 5075169
1422550 1422550
4715627 4715627
4070309 4070309
2873281 2873281
1221165 1221165
2893255 2893255
3789132 3789132
4417165 4417165
6009342 6009342
1117843 1117843
2337153 2337153
3820717 3820717
3655538 3655538
5082103 5082103
3663133 3663133
2347829 2347829
2728908 2728908
2628807 2628807
5577125 5577125
1058956 1058956
2478594 2478594
3846783 3846783
5369547 5369547
4503885 4503885
3782797 3782797
1491623 1491623
1854943 1854943
2706500 2706500
6001047 6001047
5254591 5254591
1548067 1548067
3370959 3370959
5078030 5078030
1482797 1482797
1818013 1818013
3167409 3167409
5902553 5902553
3154937 3154937
2836295 2836295
1948295 1948295
5711146 5711146
4870577 4870577
4247309 4247309
1016946 1016946
1147812 1147812
1931794 1931794
4332815 4332815
2195051 2195051
4196068 4196068
1924323 1924323
2225567 2225567
1831343 1831343
2949880 2949880
3647559 3647559
3893596 3893596
1318557 1318557
4405662 4405662
1189291 1189291
1322765 1322765
4278850 4278850
1837726 1837726
4177164 4177164
1853014 1853014
1964671 1964671
1466073 1466073
1103871 1103871
3496835 3496835
5976587 5976587
5756131 5756131
2175575 2175575
2767638 2767638
4561712 4561712
4038421 4038421
1592808 1592808
3042247 3042247
4973271 4973271
5256110 5256110
4740931 4740931
2055980 2055980
4076735 4076735
4477079 4477079
5226171 5226171
4207250 4207250
4933989 4933989
2591717 2591717
2262188 2262188
3134926 3134926
4733400 4733400
5247748 5247748
3512349 3512349
1306995 1306995
3006458 3006458
3821494 3821494
2023606 2023606
4810768 4810768
2138483 2138483
2787189 2787189
4844836 4844836
1032120 1032120
1167152 1167152
3861751 3861751
2014960 2014960
4434468 4434468
1675013 1675013
5676240 5676240
4838605 4838605
1723794 1723794
4655900 4655900
3879140 3879140
1470766 1470766
1582132 1582132
1244661 1244661
5218345 5218345
4304959 4304959
2146415 2146415
3456444 3456444
3800814 3800814
2997142 2997142
4534500 4534500
2317536 2317536
3839488 3839488
5539715 5539715
2643985 2643985
2201344 2201344
5558020 5558020
2028854 2028854
2658569 2658569
5063002 5063002
3164775 3164775
1892298 1892298
3768917 3768917
1480641 1480641
2873937 2873937
1968692 1968692
4306280 4306280
4686746 4686746
4170878 4170878
1760048 1760048
2980163 2980163
4073342 4073342
2473574 2473574
4264331 4264331
5742700 5742700
1573601 1573601
3690740 3690740
1585519 1585519
5561644 5561644
1812248 1812248
4622093 4622093
4587559 4587559
5986499 5986499
3622302 3622302
3486541 3486541
4120592 4120592
3958480 3958480
4025274 4025274
3420446 3420446
3759269 3759269
5583497 5583497
3179505 3179505
3488813 3488813
5861046 5861046
1756737 1756737
4329992 4329992
3414651 3414651
4745696 4745696
4578144 4578144
2550047 2550047
3736024 3736024
4732441 4732441
5974892 5974892
2789605 2789605
3936385 3936385
2446489 2446489
4972920 4972920
2425130 2425130
1103411 1103411
2130211 2130211
3130986 3130986
2672076 2672076
6003027 6003027
2983073 2983073
3950638 3950638
2592715 2592715
1890421 1890421
5909747 5909747
1309963 1309963
2070155 2070155
4717414 4717414
5578137 5578137
4952117 4952117
1353981 1353981
3590855 3590855
5507261 5507261
2925920 2925920
5254871 5254871
4363840 4363840
2532911 2532911
1117686 1117686
1059140 1059140
3412167 3412167
1722624 1722624
3798028 3798028
4232298 4232298
4638384 4638384
5490681 5490681
2912387 2912387
2793271 2793271
2849976 2849976
3449697 3449697
3329222 3329222
1667388 1667388
4947586 4947586
3917182 3917182
1462686 1462686
3315512 3315512
3318429 3318429
4591010 4591010
2397985 2397985
2363279 2363279
5899524 5899524
1249446 1249446
4052231 4052231
4212225 4212225
5417271 5417271
5563636 5563636
4192444 4192444
5442254 5442254
3345087 3345087
1289912 1289912
3921525 3921525
5465635 5465635
1412666 1412666
3723743 3723743
1715892 1715892
1881414 1881414
5355907 5355907
4858939 4858939
4539842 4539842
1597710 1597710
3781012 3781012
4284715 4284715
1714229 1714229
5271771 5271771
1146076 1146076
3473136 3473136
5234120 5234120
4431649 4431649
4539863 4539863
4467775 4467775
4685916 4685916
3725139 3725139
2658212 2658212
2942483 2942483
3928420 3928420
3793590 3793590
2540563 2540563
4438171 4438171
2233933 2233933
5515841 5515841
3150079 3150079
2743408 2743408
2794735 2794735
5089236 5089236
4259383 4259383
1749211 1749211
2959213 2959213
1438502 1438502
4750573 4750573
5827403 5827403
2504496 2504496
5276758 5276758
3574666 3574666
1922498 1922498
4998384 4998384
5773022 5773022
4651347 4651347
1542979 1542979
4854658 4854658
1827889 1827889
5490164 5490164
2324528 2324528
2940817 2940817
3738441 3738441
4125536 4125536
3863715 3863715
2141397 2141397
5262391 5262391
1211033 1211033
2677161 2677161
2693839 2693839
1271470 1271470
3845001 3845001
2227876 2227876
4765178 4765178
4342036 4342036
5648150 5648150
1205177 1205177
4234082 4234082
2564929 2564929
1794343 1794343
3474297 3474297
5255422 5255422
4036635 4036635
5007873 5007873
3854362 3854362
4702435 4702435
1988678 1988678
4034089 4034089
1281182 1281182
4240286 4240286
5173510 5173510
1705325 1705325
3179947 3179947
1963889 1963889
5612628 5612628
3078261 3078261
1069719 1069719
1648294 1648294
2071125 2071125
1691637 1691637
3281384 3281384
1410914 1410914
2923510 2923510
1574358 1574358
1235221 1235221
2203764 2203764
5636161 5636161
3615361 3615361
5572072 5572072
3637294 3637294
3316192 3316192
4911881 4911881
3428998 3428998
1568025 1568025
4080167 4080167
4480649 4480649
2775423 2775423
5343074 5343074
1579087 1579087
4489591 4489591
2153589 2153589
1351338 1351338
1645650 1645650
4690199 4690199
1338753 1338753
3091233 3091233
2367884 2367884
2518669 2518669
1632046 1632046
1654885 1654885
2707333 2707333
5410509 5410509
2291494 2291494
2718008 2718008
5841876 5841876
3041515 3041515
3762818 3762818
5665512 5665512
2778755 2778755
5091844 5091844
4109243 4109243
4314515 4314515
5486301 5486301
4244242 4244242
3249004 3249004
1058830 1058830
4652378 4652378
2016936 2016936
4077792 4077792
1452590 1452590
5111024 5111024
2670981 2670981
4406545 4406545
1651539 1651539
2930273 2930273
4136999 4136999
3056043 3056043
4296117 4296117
1370869 1370869
3277687 3277687
2086530 2086530
4557698 4557698
4050774 4050774
1041439 1041439
1690095 1690095
2530364 2530364
4417219 4417219
2913466 2913466
5118475 5118475
2740451 2740451
3225073 3225073
3245927 3245927
4330852 4330852
4604023 4604023
2356791 2356791
1609384 1609384
5905512 5905512
2151917 2151917
5673232 5673232
4210983 4210983
1109560 1109560
1305234 1305234
4433062 4433062
4968497 4968497
5119742 5119742
3457140 3457140
2486962 2486962
1724635 1724635
1674748 1674748
2351119 2351119
4885608 4885608
2519158 2519158
5595891 5595891
2254269 2254269
1928672 1928672
3468688 3468688
5547373 5547373
4336383 4336383
5075925 5075925
5981164 5981164
1491360 1491360
3922711 3922711
1685009 1685009
2321140 2321140
4558323 4558323
4766172 4766172
4777548 4777548
1512863 1512863
4277564 4277564
3350107 3350107
1207936 1207936
4861616 4861616
5261025 5261025
1633240 1633240
5807689 5807689
1015829 1015829
5040317 5040317
1906677 1906677
4549230 4549230
3778756 3778756
3443962 3443962
2314933 2314933
1753845 1753845
3664307 3664307
3159372 3159372
3303160 3303160
2889724 2889724
1362819 1362819
1665519 1665519
1458109 1458109
2991544 2991544
1580196 1580196
1280950 1280950
5485932 5485932
3112449 3112449
4002266 4002266
5157484 5157484
1092933 1092933
1748073 1748073
2446257 2446257
1693040 1693040
2389775 2389775
2558396 2558396
4752079 4752079
3796127 3796127
4453717 4453717
3485797 3485797
4057157 4057157
4863972 4863972
2460034 2460034
5080457 5080457
5101498 5101498
4578721 4578721
2245260 2245260
1774045 1774045
3110747 3110747
6021341 6021341
3112427 3112427
1821725 1821725
3763385 3763385
1386111 1386111
5460284 5460284
4340051 4340051
3747269 3747269
5161726 5161726
4447875 4447875
1759299 1759299
2120722 2120722
2754122 2754122
2484690 2484690
3114598 3114598
1767775 1767775
3156758 3156758
2161666 2161666
1237893 1237893
3903032 3903032
4518228 4518228
5143058 5143058
2168453 2168453
4507113 4507113
5029457 5029457
2197418 2197418
2874176 2874176
1350841 1350841
3218543 3218543
4851999 4851999
4958456 4958456
2164904 2164904
1537405 1537405
1017878 1017878
4244577 4244577
3490910 3490910
4752136 4752136
1989348 1989348
5952595 5952595
4055932 4055932
4672915 4672915
5547327 5547327
5974958 5974958
4910745 4910745
5696503 5696503
3585174 3585174
5129753 5129753
3919350 3919350
1595138 1595138
4141086 4141086
3770503 3770503
2326438 2326438
2489220 2489220
1341084 1341084
5110170 5110170
2104316 2104316
1949947 1949947
2892901 2892901
3711034 3711034
5194217 5194217
5623069 5623069
4576214 4576214
1439181 1439181
5155888 5155888
1468587 1468587
2384144 2384144
5260756 5260756
2355415 2355415
1837431 1837431
2059331 2059331
4434543 4434543
2603001 2603001
5496924 5496924
2425663 2425663
1062409 1062409
5392703 5392703
4819014 4819014
1336723 1336723
4703584 4703584
4115933 4115933
2753933 2753933
3278503 3278503
2717379 2717379
1250868 1250868
4362611 4362611
1201510 1201510
5726476 5726476
3118838 3118838
4248341 4248341
3983113 3983113
1441899 1441899
4965975 4965975
3757465 3757465
1883210 1883210
4145996 4145996
1219510 1219510
4376239 4376239
3805654 3805654
2603876 2603876
3558811 3558811
1313317 1313317
3860640 3860640
4047261 4047261
2234928 2234928
4546502 4546502
4467515 4467515
2994408 2994408
3508441 3508441
4086529 4086529
4172057 4172057
1581026 1581026
5297109 5297109
2173291 2173291
5378423 5378423
1241202 1241202
5655261 5655261
1097631 1097631
2165314 2165314
2463433 2463433
2743201 2743201
2038441 2038441
4944991 4944991
5368190 5368190
5962091 5962091
1266505 1266505
2421435 2421435
5550992 5550992
1364565 1364565
4208681 4208681
2424761 2424761
1119814 1119814
4654178 4654178
2056554 2056554
5654112 5654112
3840223 3840223
5824646 5824646
4736056 4736056
2031548 2031548
4845275 4845275
2900105 2900105
2783307 2783307
1556992 1556992
4751793 4751793
3284367 3284367
4705653 4705653
3265810 3265810
3953108 3953108
3575005 3575005
5111908 5111908
3291746 3291746
1284535 1284535
1499794 1499794
2152225 2152225
1871660 1871660
1699686 1699686
2256078 2256078
1871275 1871275
5671368 5671368
5766479 5766479
5420496 5420496
3109062 3109062
1185818 1185818
3700042 3700042
1550716 1550716
5847803 5847803
2333632 2333632
4823964 4823964
3111762 3111762
5543607 5543607
4223628 4223628
1063744 1063744
2974457 2974457
5857392 5857392
1469384 1469384
5425812 5425812
1534426 1534426
2218130 2218130
2563969 2563969
4467492 4467492
5481357 5481357
2837280 2837280
5708819 5708819
4075019 4075019
5964210 5964210
2067373 2067373
2534148 2534148
5204716 5204716
4380078 4380078
1440200 1440200
2856291 2856291
1342211 1342211
3537745 3537745
1796985 1796985
4310555 4310555
4093804 4093804
4858026 4858026
1582103 1582103
2740430 2740430
3986778 3986778
4003860 4003860
5466340 5466340
2158379 2158379
1859181 1859181
2394372 2394372
4825229 4825229
3807079 3807079
2248123 2248123
2219545 2219545
2398589 2398589
2545052 2545052
2526409 2526409
3664180 3664180
1100974 1100974
3809578 3809578
4035045 4035045
2632242 2632242
1117747 1117747
1094521 1094521
4012136 4012136
1383028 1383028
3139046 3139046
2120915 2120915
5630540 5630540
4470481 4470481
5477414 5477414
4038971 4038971
2115035 2115035
5813728 5813728
3087720 3087720
3356112 3356112
5243188 5243188
4162811 4162811
4106278 4106278
3414818 3414818
2784707 2784707
2404938 2404938
3190559 3190559
1242515 1242515
5981533 5981533
1262875 1262875
4026568 4026568
3233087 3233087
2863154 2863154
2994130 2994130
1207576 1207576
2243240 2243240
2132461 2132461
5659682 5659682
5540506 5540506
2132391 2132391
4999989 4999989
2233573 2233573
4706380 4706380
3166170 3166170
3487886 3487886
1791227 1791227
4801273 4801273
2839848 2839848
3256312 3256312
3816541 3816541
3620132 3620132
1045666 1045666
3072211 3072211
1282174 1282174
2592847 2592847
6017325 6017325
3242717 3242717
5986963 5986963
2703486 2703486
4445229 4445229
4865451 4865451
2994988 2994988
2578476 2578476
2256642 2256642
5049360 5049360
5107772 5107772
5844478 5844478
3972327 3972327
5917686 5917686
3584460 3584460
3836403 3836403
5225949 5225949
1220683 1220683
5589257 5589257
3185786 3185786
5346702 5346702
5526947 5526947
2983098 2983098
4292843 4292843
1225187 1225187
5477874 5477874
3204800 3204800
1133028 1133028
1490686 1490686
2718843 2718843
3773216 3773216
5712046 5712046
1705286 1705286
2344283 2344283
5875790 5875790
5347790 5347790
4896698 4896698
5869527 5869527
1933631 1933631
4857919 4857919
3461320 3461320
4157322 4157322
1208182 1208182
2442216 2442216
1268067 1268067
3972256 3972256
5108119 5108119
4711571 4711571
1797332 1797332
2451543 2451543
5921488 5921488
4945313 4945313
5995111 5995111
1243167 1243167
2142617 2142617
1634856 1634856
2388148 2388148
2480671 2480671
5925503 5925503
1102951 1102951
1788118 1788118
5780470 5780470
5667620 5667620
4607196 4607196
5631392 5631392
1236558 1236558
4356908 4356908
1805778 1805778
4052999 4052999
3653290 3653290
4808995 4808995
3260859 3260859
4824053 4824053
5301660 5301660
1770050 1770050
2968555 2968555
2359277 2359277
5616028 5616028
1122442 1122442
3751607 3751607
2815118 2815118
1156713 1156713
1934429 1934429
2395729 2395729
4406839 4406839
4232662 4232662
5495677 5495677
2723583 2723583
2022398 2022398
1487569 1487569
4757663 4757663
5521581 5521581
4406664 4406664
3796224 3796224
5544309 5544309
5529480 5529480
5343968 5343968
3194399 3194399
2386372 2386372
4136344 4136344
1506045 1506045
4953557 4953557
3906963 3906963
4645969 4645969
5592404 5592404
3627301 3627301
3848582 3848582
4119534 4119534
1386233 1386233
2477831 2477831
4164711 4164711
2258045 2258045
4155994 4155994
1836237 1836237
4489434 4489434
4645317 4645317
3777352 3777352
5705001 5705001
4656053 4656053
5011425 5011425
1343372 1343372
5194529 5194529
4698010 4698010
5649325 5649325
2983204 2983204
4488371 4488371
2448623 2448623
5338290 5338290
2988648 2988648
4285240 4285240
3647466 3647466
4269833 4269833
5582699 5582699
2923180 2923180
2700953 2700953
5068676 5068676
5389572 5389572
5764970 5764970
3867064 3867064
1390949 1390949
1889067 1889067
1380920 1380920
5371282 5371282
5650542 5650542
4134324 4134324
2416830 2416830
2028800 2028800
5716056 5716056
2411396 2411396
4083111 4083111
4225390 4225390
2767832 2767832
1238082 1238082
3277263 3277263
1095760 1095760
1079197 1079197
3254836 3254836
1720743 1720743
4745591 4745591
5653169 5653169
5245146 5245146
4593402 4593402
4970922 4970922
4942480 4942480
4498878 4498878
4125786 4125786
3311798 3311798
1418311 1418311
5735999 5735999
5681048 5681048
4023563 4023563
3643316 3643316
4757957 4757957
5509025 5509025
4899364 4899364
1356689 1356689
2948590 2948590
3775035 3775035
3703613 3703613
1371347 1371347
2644031 2644031
3631326 3631326
2124172 2124172
4851759 4851759
3996838 3996838
3590075 3590075
5787366 5787366
3509955 3509955
4485305 4485305
2029021 2029021
4604503 4604503
1055497 1055497
1233188 1233188
2127246 2127246
2177661 2177661
2355728 2355728
1623096 1623096
3438115 3438115
5857822 5857822
5392594 5392594
4158414 4158414
5149634 5149634
2896161 2896161
3589861 3589861
3139869 3139869
3014476 3014476
1150865 1150865
2190819 2190819
3350651 3350651
2928674 2928674
4103176 4103176
3253136 3253136
5938475 5938475
3230001 3230001
1346858 1346858
1446006 1446006
1575963 1575963
2244508 2244508
3322400 3322400
5848189 5848189
2719502 2719502
3473753 3473753
3619508 3619508
2899431 2899431
5283804 5283804
3437119 3437119
1719890 1719890
5898404 5898404
3411809 3411809
4644704 4644704
2454240 2454240
4795660 4795660
5251875 5251875
4626846 4626846
2590007 2590007
1909255 1909255
3126077 3126077
1131897 1131897
4836961 4836961
1151189 1151189
5565589 5565589
5154956 5154956
1355775 1355775
4655729 4655729
4492687 4492687
2497853 2497853
2661787 2661787
3583382 3583382
2379357 2379357
4188913 4188913
4041408 4041408
2196685 2196685
4823440 4823440
5682770 5682770
2578023 2578023
4661495 4661495
2104680 2104680
2561008 2561008
5514354 5514354
4825657 4825657
4443744 4443744
5875370 5875370
2880242 2880242
2118195 2118195
4943883 4943883
2722061 2722061
1876731 1876731
4895273 4895273
4750893 4750893
5071603 5071603
1734675 1734675
4806234 4806234
4467601 4467601
3555171 3555171
1464925 1464925
2818314 2818314
2040009 2040009
1939727 1939727
5855221 5855221
4947505 4947505
5721297 5721297
5783226 5783226
2037348 2037348
3771795 3771795
4877465 4877465
1831887 1831887
1508514 1508514
5286462 5286462
5634360 5634360
2295698 2295698
4886487 4886487
4426290 4426290
3530893 3530893
2106194 2106194
2669982 2669982
2415461 2415461
4416262 4416262
4055666 4055666
5818816 5818816
3609828 3609828
4592059 4592059
4265521 4265521
4081174 4081174
3137090 3137090
5409233 5409233
1649828 1649828
2775973 2775973
2169759 2169759
5859760 5859760
3950858 3950858
2239596 2239596
2912649 2912649
1875944 1875944
2930180 2930180
4436570 4436570
5224482 5224482
4459272 4459272
5631846 5631846
2435297 2435297
4708497 4708497
4117616 4117616
2762526 2762526
4610009 4610009
1779554 1779554
1164232 1164232
5144065 5144065
4424498 4424498
1794280 1794280
3133941 3133941
1912381 1912381
2629092 2629092
3009927 3009927
3842211 3842211
5527696 5527696
5131978 5131978
1226145 1226145
5416642 5416642
4140346 4140346
4754015 4754015
4816078 4816078
5756402 5756402
2132821 2132821
2604490 2604490
5756521 5756521
3699580 3699580
4346635 4346635
3922516 3922516
5208458 5208458
2104479 2104479
4252093 4252093
1129632 1129632
4601248 4601248
5538601 5538601
3214293 3214293
2770491 2770491
3642172 3642172
4464639 4464639
3501216 3501216
3322716 3322716
3147909 3147909
4188768 4188768
1173013 1173013
1372317 1372317
1495504 1495504
4833722 4833722
1324643 1324643
2531236 2531236
4172532 4172532
1558529 1558529
3403055 3403055
1713914 1713914
2343575 2343575
1252586 1252586
2227550 2227550
3691978 3691978
2721779 2721779
1985130 1985130
1628449 1628449
5465234 5465234
3235493 3235493
5511498 5511498
1974904 1974904
5530664 5530664
4887364 4887364
4189201 4189201
1727135 1727135
5676310 5676310
3712456 3712456
2931070 2931070
2942445 2942445
5855005 5855005
4490815 4490815
5799366 5799366
3727716 3727716
5925445 5925445
2921712 2921712
3244186 3244186
2087993 2087993
1132989 1132989
4645077 4645077
1029688 1029688
2254628 2254628
5214073 5214073
5301889 5301889
4202769 4202769
4149963 4149963
3626970 3626970
1066419 1066419
4872556 4872556
1242423 1242423
5233031 5233031
4221045 4221045
3803029 3803029
4620085 4620085
5148892 5148892
4475719 4475719
5703122 5703122
1601564 1601564
1988058 1988058
3265173 3265173
3876716 3876716
1560403 1560403
1589255 1589255
1914936 1914936
4638856 4638856
3441844 3441844
5196365 5196365
4317782 4317782
4698102 4698102
5115352 5115352
2470913 2470913
2888501 2888501
4337254 4337254
2755307 2755307
5805954 5805954
4509071 4509071
4479413 4479413
4158083 4158083
4073833 4073833
1963331 1963331
3242809 3242809
3612214 3612214
4826536 4826536
3149651 3149651
2785822 2785822
4956110 4956110
5048459 5048459
5314434 5314434
5932180 5932180
4968650 4968650
5093026 5093026
2888670 2888670
3867218 3867218
5272203 5272203
1205457 1205457
1911577 1911577
2354761 2354761
5746171 5746171
4960252 4960252
5640257 5640257
3015576 3015576
3222397 3222397
2662393 2662393
2613368 2613368
3504678 3504678
5682868 5682868
3136569 3136569
5619355 5619355
1691712 1691712
5625461 5625461
5532774 5532774
3602786 3602786
2054677 2054677
5783182 5783182
1158543 1158543
2138510 2138510
5222312 5222312
5506397 5506397
4829693 4829693
3386092 3386092
2173090 2173090
2112971 2112971
2140344 2140344
5404078 5404078
2832411 2832411
5709715 5709715
1811161 1811161
3692351 3692351
1237780 1237780
2782842 2782842
2943964 2943964
2664161 2664161
4209214 4209214
4614786 4614786
5746451 5746451
4929474 4929474
2779524 2779524
4573817 4573817
3166767 3166767
5839671 5839671
1608715 1608715
2908942 2908942
2733051 2733051
4442935 4442935
5301365 5301365
5709643 5709643
3636508 3636508
2387562 2387562
5683973 5683973
2521985 2521985
5908887 5908887
3771862 3771862
5485567 5485567
4916509 4916509
2704014 2704014
3530598 3530598
4702279 4702279
4234369 4234369
4040897 4040897
5423196 5423196
3089134 3089134
4807630 4807630
4559580 4559580
1474192 1474192
2791265 2791265
2203202 2203202
2678151 2678151
3695217 3695217
2333351 2333351
1431865 1431865
2835360 2835360
2276233 2276233
3450654 3450654
2491903 2491903
3982874 3982874
1724252 1724252
3402282 3402282
1997199 1997199
3431737 3431737
2766637 2766637
5802892 5802892
5607935 5607935
2087199 2087199
3132191 3132191
3875014 3875014
1719261 1719261
2563730 2563730
5812913 5812913
4261919 4261919
5499072 5499072
1365724 1365724
5217353 5217353
3394741 3394741
1298047 1298047
3498550 3498550
5191296 5191296
5673291 5673291
1909957 1909957
2389582 2389582
1828673 1828673
1987830 1987830
4242306 4242306
3021583 3021583
3815783 3815783
3158260 3158260
4539758 4539758
2016560 2016560
1664823 1664823
2671300 2671300
1881162 1881162
2036256 2036256
3258595 3258595
1306933 1306933
4720079 4720079
3847555 3847555
5199743 5199743
4739033 4739033
4400466 4400466
4843900 4843900
3234900 3234900
3359954 3359954
3093794 3093794
5751806 5751806
1735797 1735797
3870642 3870642
4103641 4103641
4808683 4808683
5926358 5926358
1908768 1908768
3910905 3910905
2862044 2862044
5964137 5964137
4049443 4049443
5371084 5371084
5042362 5042362
4561958 4561958
5096401 5096401
3001920 3001920
5808110 5808110
3353367 3353367
1378785 1378785
2524926 2524926
3371644 3371644
2613289 2613289
2421651 2421651
1459947 1459947
4521988 4521988
5015697 5015697
1828747 1828747
5236845 5236845
1560779 1560779
1768879 1768879
3026289 3026289
2910412 2910412
2890763 2890763
5778101 5778101
5573144 5573144
5343226 5343226
5015388 5015388
5247920 5247920
4468247 4468247
1777993 1777993
2743783 2743783
5870043 5870043
4871339 4871339
4126154 4126154
2580595 2580595
5624460 5624460
4344280 4344280
5888395 5888395
1390537 1390537
2689620 2689620
1762542 1762542
1502724 1502724
2915751 2915751
3311888 3311888
1392126 1392126
3357050 3357050
4113409 4113409
1712223 1712223
4866586 4866586
2909789 2909789
4697777 4697777
1330943 1330943
5130458 5130458
5046166 5046166
4583045 4583045
2701906 2701906
5411084 5411084
3439220 3439220
2062597 2062597
3092302 3092302
5013871 5013871
5571445 5571445
5719334 5719334
4899596 4899596
5732250 5732250
6021245 6021245
4332117 4332117
4053318 4053318
1064698 1064698
5475265 5475265
1120547 1120547
3915911 3915911
4445849 4445849
4030239 4030239
4137260 4137260
5868284 5868284
5341680 5341680
1254596 1254596
1976036 1976036
5531546 5531546
3287985 3287985
4513111 4513111
1917992 1917992
3461150 3461150
5021306 5021306
3953025 3953025
3534843 3534843
3162520 3162520
4409585 4409585
4515533 4515533
2564539 2564539
5439832 5439832
1225328 1225328
3617373 3617373
1546724 1546724
3041177 3041177
2606989 2606989
4097101 4097101
1757527 1757527
4971288 4971288
4691008 4691008
2519606 2519606
4042706 4042706
3090554 3090554
5784647 5784647
1109454 1109454
3595548 3595548
5345708 5345708
3065491 3065491
1605425 1605425
1119004 1119004
2181915 2181915
4781544 4781544
4136771 4136771
1555242 1555242
2261483 2261483
1457097 1457097
3857125 3857125
5506561 5506561
3428775 3428775
3205386 3205386
5203863 5203863
1309328 1309328
2428943 2428943
1203068 1203068
1121973 1121973
5824600 5824600
3694164 3694164
1927259 1927259
1740038 1740038
1920288 1920288
3410854 3410854
3847857 3847857
1878737 1878737
2662463 2662463
4835086 4835086
1909304 1909304
4119720 4119720
5917454 5917454
4029065 4029065
5781492 5781492
3662250 3662250
2514302 2514302
4581793 4581793
5186139 5186139
4174967 4174967
1322659 1322659
3985573 3985573
4929062 4929062
4970753 4970753
5389456 5389456
4917592 4917592
5619556 5619556
5243495 5243495
3958095 3958095
5243778 5243778
3355521 3355521
1322178 1322178
4190099 4190099
3378983 3378983
5770962 5770962
2448020 2448020
3975672 3975672
4269650 4269650
1929639 1929639
1196218 1196218
4384909 4384909
4399635 4399635
2303500 2303500
1705643 1705643
4064086 4064086
5820554 5820554
2689403 2689403
1171588 1171588
6009460 6009460
2145658 2145658
4098550 4098550
1152362 1152362
3851737 3851737
1331306 1331306
3431445 3431445
2159730 2159730
1783945 1783945
1411143 1411143
2293102 2293102
4803827 4803827
2162457 2162457
4117250 4117250
4370899 4370899
2189449 2189449
2894974 2894974
3453728 3453728
3790125 3790125
4288926 4288926
4877949 4877949
2246549 2246549
2878747 2878747
2615328 2615328
5866215 5866215
4188583 4188583
3960530 3960530
4238135 4238135
4625565 4625565
2273648 2273648
4681580 4681580
2399131 2399131
1398435 1398435
4393636 4393636
3578913 3578913
1221809 1221809
1349639 1349639
4234231 4234231
1755444 1755444
5597311 5597311
1888110 1888110
5930767 5930767
5418414 5418414
1250993 1250993
3601874 3601874
2403343 2403343
3428384 3428384
3593734 3593734
2478726 2478726
2303436 2303436
2396190 2396190
1868405 1868405
2138978 2138978
2942057 2942057
1974506 1974506
2438001 2438001
3776395 3776395
4157548 4157548
4149593 4149593
1934362 1934362
5638155 5638155
5241540 5241540
4486957 4486957
3812800 3812800
4794678 4794678
2684504 2684504
5456973 5456973
3833940 3833940
5743535 5743535
2394399 2394399
5967567 5967567
3873933 3873933
5116823 5116823
4511843 4511843
1929205 1929205
4173479 4173479
5715308 5715308
1183588 1183588
4260630 4260630
2431005 2431005
3150868 3150868
3687354 3687354
3104304 3104304
1724855 1724855
4397965 4397965
5919160 5919160
2349190 2349190
5190513 5190513
5867320 5867320
5987440 5987440
1942030 1942030
4195716 4195716
5126304 5126304
4438228 4438228
2767164 2767164
2457656 2457656
4588348 4588348
4797684 4797684
5011806 5011806
1609570 1609570
1354957 1354957
1201031 1201031
2253952 2253952
1670896 1670896
4940302 4940302
5365525 5365525
3785211 3785211
4147411 4147411
3680651 3680651
5826242 5826242
3808562 3808562
5884512 5884512
2045491 2045491
2575670 2575670
3657194 3657194
3856962 3856962
3269829 3269829
1689021 1689021
4365130 4365130
1175403 1175403
1050607 1050607
5299591 5299591
5351966 5351966
2253894 2253894
2191790 2191790
3946602 3946602
4965361 4965361
