#sampleID,sum_PRS,SNP_N
0_100056,296.454760111,2865113
0_100108,296.361389417,2865113
0_100193,296.583177232,2865113
0_100201,297.205648452,2865113
0_100259,296.619781554,2865113
0_100298,295.538590661,2865113
0_100368,297.055864619,2865113
0_100473,296.545048808,2865113
0_100529,297.244442651,2865113
0_100625,296.622475215,2865113
0_100696,296.862716791,2865113
0_100749,295.527350421,2865113
0_100786,296.63677747,2865113
0_100804,294.914697864,2865113
0_100818,296.194553771,2865113
0_100898,296.170410879,2865113
0_100924,296.277558586,2865113
0_101029,296.466170823,2865113
0_101145,296.402490956,2865113
0_101215,296.588836843,2865113
0_101368,296.16638361,2865113
0_101415,295.800327446,2865113
0_101450,296.847111389,2865113
0_101506,295.539544261,2865113
0_101534,295.91040063,2865113
0_101577,297.020199292,2865113
0_101612,295.651773499,2865113
0_102041,296.352336135,2865113
0_102142,296.773677196,2865113
0_102245,296.124200865,2865113
0_102406,296.382326923,2865113
0_102440,296.51238803,2865113
0_102443,296.684225785,2865113
0_102578,296.125272932,2865113
0_102655,296.229007583,2865113
0_102700,296.898758465,2865113
0_102790,296.867878674,2865113
0_102881,295.537004604,2865113
0_103291,296.44866394,2865113
0_103359,295.77704501,2865113
0_103360,296.353175769,2865113
0_103393,296.34944893,2865113
0_103431,296.256807261,2865113
0_103630,297.007203916,2865113
0_103673,296.333411194,2865113
0_103687,296.640226938,2865113
0_103769,296.745187799,2865113
0_103796,296.090895619,2865113
0_103892,295.652906388,2865113
0_103989,295.999711383,2865113
0_104046,295.833753473,2865113
0_104051,296.471553346,2865113
0_104068,295.609102023,2865113
0_104133,295.893732387,2865113
0_104228,296.133250922,2865113
0_104281,295.942497157,2865113
0_104502,296.433351911,2865113
0_104587,296.325391349,2865113
0_104636,295.894832224,2865113
0_104652,296.374605921,2865113
0_104698,295.163299072,2865113
0_104730,296.500173029,2865113
0_104832,296.416488833,2865113
0_104915,296.042114743,2865113
0_105047,295.869987884,2865113
0_105061,295.784575778,2865113
0_105198,296.920864762,2865113
0_105256,295.748734034,2865113
0_105293,297.0181519,2865113
0_105331,295.450900566,2865113
0_105370,296.317965405,2865113
0_105374,296.475586128,2865113
0_105572,296.221813568,2865113
0_105649,295.925321362,2865113
0_105807,296.020001817,2865113
0_105850,295.698943528,2865113
0_105861,296.18408254,2865113
0_105881,295.767049551,2865113
0_105896,296.700594859,2865113
0_105909,295.851141693,2865113
0_105949,296.004742903,2865113
0_106181,295.584121112,2865113
0_106188,294.786217469,2865113
0_106292,296.228372186,2865113
0_106322,296.339756368,2865113
0_106328,295.481483998,2865113
0_106332,296.20689475,2865113
0_106365,295.583515585,2865113
0_106378,295.841494898,2865113
0_106558,296.081714299,2865113
0_106596,296.10908771,2865113
0_106645,297.294678203,2865113
0_106648,296.761569016,2865113
0_106752,295.854654235,2865113
0_106834,295.493865656,2865113
0_106845,296.149333468,2865113
0_106877,296.116663386,2865113
0_106910,296.414094529,2865113
0_107154,295.930522665,2865113
0_107276,295.832553221,2865113
0_107279,296.118847352,2865113
0_107297,296.778636438,2865113
0_107354,295.96935105,2865113
0_107389,295.861327621,2865113
0_107442,296.706424768,2865113
0_107469,296.077635992,2865113
0_107485,296.822828567,2865113
0_107565,296.77783433,2865113
0_107718,296.166688817,2865113
0_107721,295.837392008,2865113
0_107798,296.001830214,2865113
0_107856,295.754360587,2865113
0_107890,296.556897605,2865113
0_107975,296.313726883,2865113
0_107984,296.412089459,2865113
0_108127,296.25192911,2865113
0_108187,295.742512627,2865113
0_108246,296.040292941,2865113
0_108560,296.38749809,2865113
0_108570,296.397333159,2865113
0_108617,296.214551834,2865113
0_108735,296.64003324,2865113
0_108737,295.979748563,2865113
0_108738,296.954276739,2865113
0_108786,296.082832018,2865113
0_108875,296.003134806,2865113
0_108947,296.009413605,2865113
0_108980,296.824639122,2865113
0_108994,296.131519468,2865113
0_109000,296.57945558,2865113
0_109120,296.334547806,2865113
0_109203,295.35725649,2865113
0_109311,296.959869036,2865113
0_109420,297.01312898,2865113
0_109497,296.658502423,2865113
0_109557,296.340311448,2865113
0_109666,294.613790038,2865113
0_109794,296.154039868,2865113
0_109821,295.452120596,2865113
0_109841,296.33862009,2865113
0_109917,296.157597859,2865113
0_110164,297.128070016,2865113
0_110228,295.824916746,2865113
0_110244,295.04495584,2865113
0_110261,295.489891824,2865113
0_110360,296.151911944,2865113
0_110444,296.466632466,2865113
0_110464,295.922664083,2865113
0_110488,297.060848379,2865113
0_110494,296.291293225,2865113
0_110529,296.152786994,2865113
0_110626,296.144603428,2865113
0_110795,297.351312952,2865113
0_110870,295.907232522,2865113
0_111097,295.523649565,2865113
0_111108,296.084116129,2865113
0_111166,296.526827889,2865113
0_111176,296.689274524,2865113
0_111195,296.226321303,2865113
0_111234,296.346632201,2865113
0_111241,295.990303195,2865113
0_111266,295.945425508,2865113
0_111296,296.148990742,2865113
0_111470,296.975492739,2865113
0_111586,295.956576745,2865113
0_111610,296.358816204,2865113
0_111649,296.093986575,2865113
0_111707,297.440326868,2865113
0_111771,295.935719595,2865113
0_111781,296.999826563,2865113
0_111820,296.203429691,2865113
0_111829,295.598773685,2865113
0_111893,296.202982131,2865113
0_111920,296.342071493,2865113
0_111949,295.884620782,2865113
0_111988,296.181477686,2865113
0_111990,296.976376375,2865113
0_112118,296.402831249,2865113
0_112225,295.998838416,2865113
0_112263,296.592526654,2865113
0_112292,295.412188276,2865113
0_112313,296.182950432,2865113
0_112526,296.174553943,2865113
0_112545,296.5404986,2865113
0_112765,296.74892401,2865113
0_112845,296.275516163,2865113
0_112848,296.06933294,2865113
0_112963,296.652687014,2865113
0_112990,296.088590579,2865113
0_113111,296.83927873,2865113
0_113218,296.01356072,2865113
0_113238,296.833522114,2865113
0_113247,296.165827456,2865113
0_113283,296.152718716,2865113
0_113426,296.057348941,2865113
0_113510,295.906303741,2865113
0_113689,296.136596395,2865113
0_113763,295.817075248,2865113
0_113840,295.947875284,2865113
0_113886,296.221944607,2865113
0_114347,295.75104842,2865113
0_114391,296.362327936,2865113
0_114431,295.91848931,2865113
0_114445,295.362828292,2865113
0_114584,295.522637916,2865113
0_114713,296.425073123,2865113
0_114731,296.532112576,2865113
0_114735,296.13285148,2865113
0_114754,296.238110907,2865113
0_114793,296.066406075,2865113
0_114838,296.058789918,2865113
0_115037,296.281368523,2865113
0_115170,296.519662653,2865113
0_115201,295.613401149,2865113
0_115286,295.637420767,2865113
0_115305,295.678181091,2865113
0_115355,296.242929918,2865113
0_115403,296.179692009,2865113
0_115480,296.418005589,2865113
0_115528,296.373586168,2865113
0_115543,295.613107188,2865113
0_115722,296.292416893,2865113
0_115744,296.124112075,2865113
0_115790,295.716340488,2865113
0_115927,296.73259047,2865113
0_115950,295.997427589,2865113
0_116073,295.157039497,2865113
0_116228,296.753754589,2865113
0_116307,296.22392669,2865113
0_116386,296.474070139,2865113
0_116422,296.435119945,2865113
0_116451,296.414848024,2865113
0_116472,296.670031472,2865113
0_116512,296.229106653,2865113
0_116518,295.885558186,2865113
0_116614,296.947104448,2865113
0_116663,295.93383439,2865113
0_116735,296.262878882,2865113
0_116756,296.722664649,2865113
0_116763,296.200436547,2865113
0_116806,296.75204716,2865113
0_116807,296.548586417,2865113
0_116814,296.010346349,2865113
0_116903,295.382195161,2865113
0_116976,296.384625091,2865113
0_116982,296.41979777,2865113
0_117062,296.672755801,2865113
0_117073,295.767709423,2865113
0_117091,296.092688579,2865113
0_117130,296.416139758,2865113
0_117324,296.548373101,2865113
0_117327,296.33371379,2865113
0_117377,296.500380304,2865113
0_117411,296.516208775,2865113
