#sampleID,sum_PRS,SNP_N
0_100047,96.77272740857454,1047343
0_100104,96.99656325850349,1047343
0_100527,96.80348031025615,1047343
0_100535,96.27482379792838,1047343
0_100675,96.98001457043297,1047343
0_100703,96.64230993322096,1047343
0_100796,96.7484045690289,1047343
0_101736,96.8869562322017,1047343
0_101892,97.30334030436548,1047343
0_102348,96.96709951084229,1047343
0_102405,96.34074228838426,1047343
0_102557,96.67904184827997,1047343
0_102595,97.18626945215966,1047343
0_102783,96.03923568913396,1047343
0_102956,97.26930216739697,1047343
0_103505,97.26522816496994,1047343
0_103698,96.56258220451518,1047343
0_103699,97.45007089276653,1047343
0_103704,97.87888166848484,1047343
0_104105,96.78512382782827,1047343
0_104168,97.2870187504654,1047343
0_104475,96.67478288564158,1047343
0_104511,97.49402625790991,1047343
0_104536,96.69780304853586,1047343
0_104671,97.21954546118567,1047343
0_104704,96.29945570319317,1047343
0_104708,97.03783043789196,1047343
0_104775,96.56896121594716,1047343
0_104827,97.08447704076076,1047343
0_104988,96.45532712655894,1047343
0_105104,97.42229599129217,1047343
0_105279,96.56205708578995,1047343
0_105477,96.633927095918,1047343
0_105644,96.7299144583698,1047343
0_105676,96.63502638074941,1047343
0_105799,96.66239767741776,1047343
0_105806,97.48489418760012,1047343
0_105826,96.77736203817847,1047343
0_105841,96.61265166460032,1047343
0_105843,96.86757216283365,1047343
0_106076,96.87361357270045,1047343
0_106086,96.96916582124813,1047343
0_106087,96.2371324735813,1047343
0_106219,97.37185672698251,1047343
0_106249,96.65907224130804,1047343
0_106406,96.76885439408328,1047343
0_106759,96.24475734117972,1047343
0_107054,96.31389739288798,1047343
0_107235,96.6007677241235,1047343
0_107601,96.57285222781229,1047343
0_107619,96.40396547183038,1047343
0_108018,96.73034548961827,1047343
0_108047,96.50106090497829,1047343
0_108380,96.37862895815077,1047343
0_108807,96.33916450721304,1047343
0_108868,96.82279967450748,1047343
0_109032,97.33871511735789,1047343
0_109076,97.09072251493048,1047343
0_109494,96.38044729119756,1047343
0_109590,96.44768179404107,1047343
0_110288,96.74992007348875,1047343
0_110476,96.14301678493224,1047343
0_110502,97.52593629942017,1047343
0_110589,96.74359011877397,1047343
0_110842,96.82930071760087,1047343
0_110957,96.26629383613329,1047343
0_111002,96.29665676953911,1047343
0_111173,96.85061383910514,1047343
0_111346,96.59949173593039,1047343
0_111378,97.00740494935376,1047343
0_111476,96.82323240059205,1047343
0_111598,96.34152666033934,1047343
0_111645,97.01260188566033,1047343
0_111744,97.25517617717038,1047343
0_111943,96.89201927648612,1047343
0_112235,96.40947603854711,1047343
0_112389,96.54283912477304,1047343
0_112609,96.48117810263568,1047343
0_112755,96.44170072872589,1047343
0_113019,97.03654780036227,1047343
0_113180,97.03778980431385,1047343
0_113333,97.02929180998227,1047343
0_113525,96.76245581629004,1047343
0_113580,96.44047693475115,1047343
0_113667,97.09741109237562,1047343
0_113787,96.9201173558154,1047343
0_113864,96.71022240524233,1047343
0_113891,96.39558382330743,1047343
0_114034,96.4788660999284,1047343
0_114129,97.03344711686367,1047343
0_114224,96.53162731845086,1047343
0_114586,97.2060037799054,1047343
0_114753,96.16580604812313,1047343
0_114857,96.54736666805756,1047343
0_114875,96.65589056792768,1047343
0_114888,96.50524728216041,1047343
0_115444,96.82693212854477,1047343
0_115521,96.87015074089823,1047343
0_115714,96.38207749664693,1047343
0_115757,96.31322345773552,1047343
0_115766,96.59444640287846,1047343
0_115943,96.84726895060177,1047343
0_116024,97.02653589448013,1047343
0_116203,96.29079392941665,1047343
0_116215,96.70834428477394,1047343
0_116218,97.49564174041096,1047343
0_116235,97.35847436945515,1047343
0_116341,96.20658064898637,1047343
0_116437,96.5295099195329,1047343
0_116718,97.23012339718649,1047343
0_116721,96.72749220455798,1047343
